"Aerolínea","Fecha_del_viaje","Origen","Destino","Ruta","Hora_de_salida","Hora_de_llegada","Duración","Total_de_escalas","Información_adicional","Precio (S/)"
"Sky Airline Perú","2024-01-26","LIM","TPP","LIM-TPP","21:30","22:15","1.4","0","Clase económica","212.43"
"JetSMART Perú","2024-06-15","LIM","PIU","LIM-PIU","15:30","16:45","1.4","0","Incluye snack","249.13"
"LATAM Perú","2024-03-25","CUZ","JUL","CUZ-JUL","12:30","12:15","0.5","0","Clase económica","192.27"
"JetSMART Perú","2024-09-15","LIM","JUL","LIM-JUL","15:45","16:45","1.4","0","Clase business","544.13"
"JetSMART Perú","2024-09-16","CUZ","JUL","CUZ-JUL","10:15","10:45","0.8","0","Clase business","373.97"
"Avianca Perú","2024-01-21","LIM","AQP","LIM-AQP","17:15","18:30","1.3","0","WiFi incluido","352.71"
"LATAM Perú","2024-12-18","LIM","IQT","LIM-IQT","08:00","09:45","1.8","1","Asiento preferente","415.86"
"LATAM Perú","2024-05-13","TRU","PIU","TRU-PIU","16:00","17:15","1","0","Clase económica","233.12"
"JetSMART Perú","2024-10-12","LIM","TCQ","LIM-TCQ","20:00","21:15","1.6","0","Clase económica","216"
"JetSMART Perú","2024-12-03","LIM","TPP","LIM-TPP","15:00","16:15","1.6","0","WiFi incluido","309.99"
"JetSMART Perú","2024-10-15","AQP","TCQ","AQP-TCQ","20:15","20:00","0.9","0","Asiento preferente","203.82"
"VIVA Air Perú","2024-09-03","LIM","PIU","LIM-PIU","07:45","08:00","1.4","0","Solo equipaje de mano","131.64"
"Avianca Perú","2024-05-21","LIM","IQT","LIM-IQT","08:45","09:30","1.9","0","Incluye snack","330.52"
"JetSMART Perú","2024-12-19","LIM","JUL","LIM-JUL","18:15","19:30","1.3","0","Asiento preferente","279.68"
"JetSMART Perú","2024-10-07","TRU","CIX","TRU-CIX","12:45","12:00","0.9","0","Clase económica","167.55"
"LATAM Perú","2024-05-03","LIM","JUL","LIM-JUL","19:45","20:15","1.4","0","Asiento preferente","414.04"
"LATAM Perú","2024-11-03","LIM","TPP","LIM-TPP","18:30","19:30","1.5","0","Cancelación gratuita","403.48"
"VIVA Air Perú","2024-01-02","LIM","PIU","LIM-PIU","13:00","14:15","1.5","0","Cancelación gratuita","242.32"
"JetSMART Perú","2024-03-04","CUZ","JUL","CUZ-JUL","18:15","18:45","0.7","0","Asiento preferente","201.12"
"Avianca Perú","2024-07-19","LIM","AQP","LIM-AQP","13:45","14:45","1.2","0","Clase business","804.07"
"Avianca Perú","2024-02-07","TRU","PIU","TRU-PIU","08:30","09:15","1","0","Asiento preferente","245.34"
"Sky Airline Perú","2024-06-10","CUZ","JUL","CUZ-JUL","13:00","13:00","0.9","0","Cancelación gratuita","226.57"
"Sky Airline Perú","2024-05-15","CUZ","JUL","CUZ-JUL","14:00","15:45","1","0","Asiento preferente","210.67"
"VIVA Air Perú","2024-06-25","TRU","PIU","TRU-PIU","17:00","18:15","1.1","0","Cancelación gratuita","205.03"
"JetSMART Perú","2024-08-20","LIM","CIX","LIM-CIX","13:45","14:30","1.1","0","Incluye snack","201.72"
"LATAM Perú","2024-07-10","LIM","JUL","LIM-JUL","15:15","16:45","1.4","0","WiFi incluido","363.57"
"VIVA Air Perú","2024-04-18","LIM","TRU","LIM-TRU","16:00","17:30","1.1","0","Cancelación gratuita","219.52"
"VIVA Air Perú","2024-05-25","LIM","AQP","LIM-AQP","06:45","07:45","1.1","0","Incluye equipaje","185.54"
"VIVA Air Perú","2024-08-12","LIM","PCL","LIM-PCL","16:15","17:15","1.1","0","Solo equipaje de mano","171.73"
"JetSMART Perú","2024-09-22","LIM","CUZ","LIM-CUZ","18:15","19:00","1.2","0","Asiento preferente","244.18"
"JetSMART Perú","2024-12-15","LIM","TCQ","LIM-TCQ","12:15","13:00","1.4","0","Cancelación gratuita","370.26"
"Sky Airline Perú","2024-07-31","AQP","TCQ","AQP-TCQ","21:30","22:15","1","0","Clase business","554.75"
"Sky Airline Perú","2024-04-08","CUZ","AQP","CUZ-AQP","17:30","18:45","1","0","Clase económica","186.62"
"JetSMART Perú","2024-06-20","LIM","TRU","LIM-TRU","19:00","20:00","1.2","0","Clase económica","131.08"
"VIVA Air Perú","2024-06-15","LIM","TCQ","LIM-TCQ","06:45","07:30","1.6","0","Clase económica","212.76"
"JetSMART Perú","2024-07-20","LIM","PIU","LIM-PIU","07:30","08:45","1.5","0","Clase business","725.15"
"Sky Airline Perú","2024-04-25","LIM","IQT","LIM-IQT","16:15","17:45","1.8","0","Cancelación gratuita","314.24"
"JetSMART Perú","2024-03-15","LIM","PCL","LIM-PCL","17:45","18:00","1","0","Asiento preferente","219.38"
"Avianca Perú","2024-05-01","AQP","TCQ","AQP-TCQ","09:15","09:00","0.6","1","Incluye snack","182.5"
"Avianca Perú","2024-02-28","LIM","AQP","LIM-AQP","19:15","20:00","1.1","0","Clase business","497.49"
"LATAM Perú","2024-06-10","LIM","TPP","LIM-TPP","17:15","18:00","1.4","0","Clase business","623"
"Sky Airline Perú","2024-12-06","LIM","TRU","LIM-TRU","18:30","19:45","1.1","0","Solo equipaje de mano","252.64"
"Avianca Perú","2024-04-20","AQP","TCQ","AQP-TCQ","06:30","07:15","1","0","Asiento preferente","331.74"
"Sky Airline Perú","2024-06-13","LIM","TPP","LIM-TPP","11:00","12:30","1.4","0","Asiento preferente","266.74"
"JetSMART Perú","2024-12-19","AQP","JUL","AQP-JUL","15:15","15:45","0.9","0","Clase business","484.29"
"Sky Airline Perú","2024-03-10","LIM","TPP","LIM-TPP","21:30","22:30","1.4","0","Clase económica","234.18"
"Sky Airline Perú","2024-04-11","LIM","JUL","LIM-JUL","15:00","16:30","1.6","0","Clase económica","177.01"
"LATAM Perú","2024-08-06","LIM","CUZ","LIM-CUZ","19:30","20:45","1.2","1","Asiento preferente","323.01"
"Avianca Perú","2024-12-02","LIM","PIU","LIM-PIU","21:00","22:30","1.6","0","Solo equipaje de mano","221.8"
"Sky Airline Perú","2024-01-22","LIM","JUL","LIM-JUL","15:30","16:15","1.4","0","Cancelación gratuita","257.54"
"JetSMART Perú","2024-10-12","LIM","TPP","LIM-TPP","19:30","20:30","1.5","0","Cancelación gratuita","326.16"
"LATAM Perú","2024-01-25","LIM","TRU","LIM-TRU","09:00","10:30","1.1","0","Clase económica","223.92"
"LATAM Perú","2024-09-16","LIM","CUZ","LIM-CUZ","10:30","11:15","1.2","0","Incluye equipaje","243.3"
"Avianca Perú","2024-05-02","TRU","PIU","TRU-PIU","10:45","11:15","1","0","Asiento preferente","229.84"
"VIVA Air Perú","2024-10-21","TRU","PIU","TRU-PIU","07:45","08:30","1","0","Incluye equipaje","147.05"
"LATAM Perú","2024-08-20","LIM","IQT","LIM-IQT","17:00","19:30","2","0","Solo equipaje de mano","253.93"
"Sky Airline Perú","2024-02-23","LIM","JUL","LIM-JUL","18:15","19:30","1.4","0","Incluye equipaje","261.63"
"Avianca Perú","2024-09-20","LIM","PIU","LIM-PIU","16:30","17:00","1.4","0","Asiento preferente","377.13"
"LATAM Perú","2024-12-14","AQP","TCQ","AQP-TCQ","10:00","11:30","1","0","Incluye equipaje","327.66"
"LATAM Perú","2024-05-26","LIM","TPP","LIM-TPP","13:30","14:30","1.5","0","Asiento preferente","391.83"
"VIVA Air Perú","2024-07-04","LIM","AQP","LIM-AQP","05:45","06:00","1.4","0","Asiento preferente","258.77"
"VIVA Air Perú","2024-09-29","LIM","PCL","LIM-PCL","08:30","09:00","1.2","0","Asiento preferente","213.15"
"LATAM Perú","2024-10-30","LIM","CIX","LIM-CIX","11:45","12:30","1.1","0","Clase business","546.17"
"LATAM Perú","2024-01-13","CUZ","JUL","CUZ-JUL","09:00","09:15","0.7","0","Clase económica","250.82"
"LATAM Perú","2024-04-18","LIM","PCL","LIM-PCL","17:00","18:45","1.2","0","Clase económica","203.36"
"VIVA Air Perú","2024-05-28","LIM","TCQ","LIM-TCQ","12:15","13:00","1.6","0","Clase económica","187.2"
"Sky Airline Perú","2024-02-13","LIM","AQP","LIM-AQP","19:00","20:00","1.3","0","Clase business","463.7"
"Sky Airline Perú","2024-04-20","LIM","PIU","LIM-PIU","10:00","11:15","1.6","0","Asiento preferente","301.29"
"Sky Airline Perú","2024-11-16","CUZ","JUL","CUZ-JUL","20:30","20:00","0.7","0","Incluye snack","220.25"
"Avianca Perú","2024-08-11","LIM","CUZ","LIM-CUZ","05:30","06:30","1.1","0","Incluye snack","269.1"
"VIVA Air Perú","2024-05-14","LIM","IQT","LIM-IQT","08:30","10:45","2","0","Clase business","502.69"
"Avianca Perú","2024-02-28","LIM","PCL","LIM-PCL","08:45","09:30","1.1","0","Incluye snack","232.77"
"VIVA Air Perú","2024-01-04","CUZ","JUL","CUZ-JUL","12:00","13:45","1","0","Incluye equipaje","169.66"
"LATAM Perú","2024-02-28","CUZ","JUL","CUZ-JUL","16:30","16:30","0.9","0","Solo equipaje de mano","199.85"
"Avianca Perú","2024-12-25","TRU","PIU","TRU-PIU","08:30","09:15","1.1","0","Cancelación gratuita","377.76"
"VIVA Air Perú","2024-02-16","LIM","PCL","LIM-PCL","13:15","14:15","1.1","0","Solo equipaje de mano","211.72"
"JetSMART Perú","2024-01-15","LIM","TCQ","LIM-TCQ","18:00","19:30","1.5","0","Incluye equipaje","206.33"
"Avianca Perú","2024-08-22","TRU","CIX","TRU-CIX","16:00","16:45","0.8","0","Cancelación gratuita","267.99"
"LATAM Perú","2024-03-08","LIM","TCQ","LIM-TCQ","07:45","08:30","1.4","0","Cancelación gratuita","417.96"
"Sky Airline Perú","2024-09-16","LIM","JUL","LIM-JUL","16:30","17:45","1.5","0","Incluye equipaje","196.1"
"Sky Airline Perú","2024-01-08","LIM","CUZ","LIM-CUZ","17:15","18:30","1.1","0","WiFi incluido","235.58"
"JetSMART Perú","2024-03-28","LIM","AQP","LIM-AQP","16:00","17:30","1.2","0","Clase económica","191.44"
"Avianca Perú","2024-06-18","CUZ","AQP","CUZ-AQP","12:15","12:00","0.9","0","Cancelación gratuita","289.39"
"VIVA Air Perú","2024-06-21","LIM","TRU","LIM-TRU","14:45","15:45","1.2","1","Clase business","471.65"
"Avianca Perú","2024-08-28","LIM","TPP","LIM-TPP","07:45","08:00","1.2","0","WiFi incluido","260.3"
"Avianca Perú","2024-06-29","LIM","PIU","LIM-PIU","08:00","09:00","1.5","0","Clase económica","257.94"
"Sky Airline Perú","2024-10-04","LIM","IQT","LIM-IQT","06:45","07:30","1.9","0","Solo equipaje de mano","258.12"
"JetSMART Perú","2024-10-08","LIM","IQT","LIM-IQT","17:45","19:45","2","0","Clase económica","198.56"
"Sky Airline Perú","2024-04-18","AQP","TCQ","AQP-TCQ","12:00","12:30","0.9","0","Clase económica","161.57"
"Sky Airline Perú","2024-07-13","LIM","PIU","LIM-PIU","19:45","20:15","1.4","0","WiFi incluido","385.83"
"LATAM Perú","2024-06-29","LIM","TPP","LIM-TPP","17:00","18:45","1.6","0","WiFi incluido","432.33"
"Avianca Perú","2024-05-17","LIM","TCQ","LIM-TCQ","12:30","13:15","1.6","0","Solo equipaje de mano","264.98"
"VIVA Air Perú","2024-11-27","AQP","TCQ","AQP-TCQ","10:30","11:15","1","0","Clase económica","154.15"
"Avianca Perú","2024-04-21","TRU","CIX","TRU-CIX","18:00","18:30","0.9","0","Solo equipaje de mano","180.72"
"Sky Airline Perú","2024-02-01","LIM","JUL","LIM-JUL","06:30","07:00","1.5","0","Incluye equipaje","188.09"
"VIVA Air Perú","2024-06-01","LIM","PIU","LIM-PIU","09:15","10:30","1.4","1","WiFi incluido","263.87"
"Sky Airline Perú","2024-09-27","LIM","PCL","LIM-PCL","11:30","12:00","1.2","0","Cancelación gratuita","325.85"
"LATAM Perú","2024-03-10","TRU","PIU","TRU-PIU","10:45","11:30","1","0","Clase business","650.38"
"LATAM Perú","2024-09-27","TRU","PIU","TRU-PIU","08:45","09:00","1","0","Solo equipaje de mano","240.6"
"Sky Airline Perú","2024-09-03","TRU","CIX","TRU-CIX","08:45","08:30","0.8","1","Clase business","420.15"
"LATAM Perú","2024-10-09","LIM","IQT","LIM-IQT","20:15","21:45","1.9","0","Clase business","699.2"
"Sky Airline Perú","2024-01-22","LIM","JUL","LIM-JUL","09:45","10:30","1.5","0","Cancelación gratuita","319.49"
"Sky Airline Perú","2024-11-23","LIM","TRU","LIM-TRU","05:00","06:15","1","0","Clase económica","190.03"
"Avianca Perú","2024-11-29","LIM","AQP","LIM-AQP","09:15","10:15","1.2","0","Solo equipaje de mano","233.71"
"JetSMART Perú","2024-02-16","LIM","IQT","LIM-IQT","11:45","13:30","2","0","Incluye equipaje","296.1"
"Avianca Perú","2024-01-29","LIM","TRU","LIM-TRU","14:00","15:15","1.1","0","Cancelación gratuita","278.76"
"Avianca Perú","2024-11-13","LIM","CIX","LIM-CIX","13:00","14:30","1.1","0","Clase económica","210.98"
"JetSMART Perú","2024-04-07","CUZ","AQP","CUZ-AQP","07:45","08:30","1.2","0","Incluye equipaje","231.19"
"JetSMART Perú","2024-08-17","LIM","JUL","LIM-JUL","13:15","14:00","1.3","0","Clase business","523.96"
"JetSMART Perú","2024-07-25","LIM","CUZ","LIM-CUZ","14:00","15:45","1","0","Incluye snack","255.71"
"Avianca Perú","2024-03-05","LIM","CUZ","LIM-CUZ","14:00","15:15","1.3","0","Clase económica","223.98"
"Sky Airline Perú","2024-01-25","LIM","PIU","LIM-PIU","17:45","18:30","1.6","0","Incluye snack","241.38"
"Sky Airline Perú","2024-03-13","LIM","AQP","LIM-AQP","17:15","18:30","1.2","0","Clase económica","174.3"
"VIVA Air Perú","2024-09-27","LIM","TPP","LIM-TPP","08:00","09:15","1.4","0","WiFi incluido","222.6"
"Avianca Perú","2024-02-08","LIM","PIU","LIM-PIU","21:00","22:45","1.4","0","Cancelación gratuita","309.76"
"JetSMART Perú","2024-11-13","LIM","CUZ","LIM-CUZ","05:30","06:30","1.1","0","Clase business","387.92"
"VIVA Air Perú","2024-11-14","LIM","TRU","LIM-TRU","17:45","18:15","1.2","0","Asiento preferente","220.27"
"JetSMART Perú","2024-07-27","LIM","PCL","LIM-PCL","13:00","14:15","1","0","Incluye snack","290.32"
"LATAM Perú","2024-02-25","LIM","IQT","LIM-IQT","06:00","08:15","2","0","Incluye equipaje","380.72"
"JetSMART Perú","2024-11-30","CUZ","JUL","CUZ-JUL","06:30","06:45","0.8","0","Clase business","442.07"
"Avianca Perú","2024-11-05","LIM","JUL","LIM-JUL","08:45","09:00","1.4","0","Asiento preferente","327.55"
"Avianca Perú","2024-05-12","LIM","TCQ","LIM-TCQ","21:15","22:30","1.7","0","Cancelación gratuita","443.01"
"VIVA Air Perú","2024-05-08","LIM","TRU","LIM-TRU","08:45","09:30","1.4","0","Clase business","446.71"
"VIVA Air Perú","2024-06-01","LIM","CIX","LIM-CIX","17:30","18:00","1.3","0","Cancelación gratuita","289.5"
"Sky Airline Perú","2024-12-01","LIM","CIX","LIM-CIX","05:00","06:15","1.3","0","WiFi incluido","307.71"
"Avianca Perú","2024-03-27","LIM","TPP","LIM-TPP","21:45","22:00","1.4","0","Incluye equipaje","280.72"
"Avianca Perú","2024-05-20","AQP","TCQ","AQP-TCQ","18:45","18:00","0.9","0","WiFi incluido","277.43"
"LATAM Perú","2024-08-22","TRU","CIX","TRU-CIX","14:30","14:00","0.7","0","Incluye snack","220.84"
"VIVA Air Perú","2024-07-24","LIM","CIX","LIM-CIX","11:30","12:45","1.1","0","Asiento preferente","225.38"
"JetSMART Perú","2024-05-16","LIM","PCL","LIM-PCL","19:00","20:00","1.4","0","Clase business","459.74"
"Sky Airline Perú","2024-05-20","TRU","PIU","TRU-PIU","05:15","06:00","1","0","Incluye equipaje","190.03"
"Sky Airline Perú","2024-03-11","TRU","PIU","TRU-PIU","17:00","18:00","1.1","1","Solo equipaje de mano","176.16"
"LATAM Perú","2024-01-25","LIM","AQP","LIM-AQP","07:30","08:15","1.4","0","Asiento preferente","295.59"
"LATAM Perú","2024-11-07","CUZ","JUL","CUZ-JUL","05:00","05:00","0.8","0","Cancelación gratuita","302.67"
"Avianca Perú","2024-05-26","LIM","JUL","LIM-JUL","06:00","07:45","1.3","0","Asiento preferente","346.2"
"JetSMART Perú","2024-02-17","LIM","CUZ","LIM-CUZ","06:45","07:30","1.1","0","Cancelación gratuita","276.72"
"VIVA Air Perú","2024-02-18","CUZ","JUL","CUZ-JUL","17:15","17:30","0.8","1","Solo equipaje de mano","179.72"
"Avianca Perú","2024-12-04","LIM","CIX","LIM-CIX","07:15","08:45","1.4","0","Asiento preferente","389.57"
"JetSMART Perú","2024-04-16","LIM","PIU","LIM-PIU","15:15","16:00","1.5","0","Incluye equipaje","202.37"
"LATAM Perú","2024-05-15","LIM","PCL","LIM-PCL","13:15","14:45","1","0","Clase económica","213.09"
"JetSMART Perú","2024-07-29","LIM","AQP","LIM-AQP","16:00","17:15","1.2","0","Clase business","556.59"
"JetSMART Perú","2024-03-04","LIM","AQP","LIM-AQP","08:15","09:00","1.2","0","Clase business","432.31"
"JetSMART Perú","2024-02-09","CUZ","AQP","CUZ-AQP","17:30","18:45","1","0","Solo equipaje de mano","189.06"
"Sky Airline Perú","2024-06-26","LIM","AQP","LIM-AQP","16:30","17:15","1.4","0","Incluye equipaje","221.54"
"JetSMART Perú","2024-08-09","LIM","TPP","LIM-TPP","05:15","06:45","1.5","0","Incluye snack","248.33"
"Sky Airline Perú","2024-07-25","LIM","JUL","LIM-JUL","08:45","09:00","1.3","0","WiFi incluido","320.79"
"Avianca Perú","2024-04-05","LIM","IQT","LIM-IQT","07:30","08:45","1.9","0","Clase business","786.58"
"JetSMART Perú","2024-08-19","TRU","CIX","TRU-CIX","11:45","11:00","0.8","0","Cancelación gratuita","201"
"JetSMART Perú","2024-05-19","AQP","JUL","AQP-JUL","15:00","15:30","0.9","1","Clase económica","186.13"
"Avianca Perú","2024-10-17","AQP","TCQ","AQP-TCQ","15:30","15:00","0.9","0","Clase business","484.33"
"Sky Airline Perú","2024-12-21","LIM","TRU","LIM-TRU","19:45","20:15","1.3","0","Solo equipaje de mano","279.55"
"LATAM Perú","2024-03-01","LIM","TRU","LIM-TRU","15:15","16:45","1","0","Clase económica","237.34"
"Sky Airline Perú","2024-01-28","CUZ","AQP","CUZ-AQP","09:30","10:00","1.1","0","WiFi incluido","273.74"
"JetSMART Perú","2024-07-07","TRU","CIX","TRU-CIX","15:00","15:15","0.8","1","Cancelación gratuita","303.25"
"JetSMART Perú","2024-03-04","LIM","CIX","LIM-CIX","11:45","12:15","1.1","0","Solo equipaje de mano","196.45"
"Sky Airline Perú","2024-02-28","LIM","PIU","LIM-PIU","15:30","16:00","1.4","0","Cancelación gratuita","333.72"
"Avianca Perú","2024-08-17","LIM","CUZ","LIM-CUZ","06:45","07:45","1.2","0","Solo equipaje de mano","243.35"
"Avianca Perú","2024-07-27","LIM","PCL","LIM-PCL","20:15","21:45","1.2","0","Cancelación gratuita","448.89"
"Avianca Perú","2024-03-28","CUZ","AQP","CUZ-AQP","13:30","14:00","1.1","0","WiFi incluido","239.59"
"Avianca Perú","2024-10-02","LIM","PCL","LIM-PCL","11:00","12:30","1.2","0","Incluye snack","263.24"
"JetSMART Perú","2024-03-11","TRU","CIX","TRU-CIX","16:15","16:45","0.6","0","Incluye equipaje","143.88"
"Avianca Perú","2024-10-19","AQP","TCQ","AQP-TCQ","12:45","13:45","1","0","Clase económica","222.98"
"VIVA Air Perú","2024-02-08","TRU","PIU","TRU-PIU","21:45","22:30","1","0","Incluye equipaje","167.64"
"Sky Airline Perú","2024-01-11","LIM","PCL","LIM-PCL","18:45","19:45","1.4","0","WiFi incluido","238.72"
"VIVA Air Perú","2024-11-11","LIM","TRU","LIM-TRU","21:00","22:45","1.2","0","Cancelación gratuita","212.87"
"LATAM Perú","2024-03-29","LIM","CUZ","LIM-CUZ","20:15","21:30","1.2","0","Incluye snack","332.09"
"Avianca Perú","2024-02-01","LIM","JUL","LIM-JUL","13:45","14:30","1.4","0","Solo equipaje de mano","183.46"
"VIVA Air Perú","2024-07-29","CUZ","JUL","CUZ-JUL","11:00","11:00","0.6","0","Incluye snack","172.09"
"Avianca Perú","2024-12-02","AQP","JUL","AQP-JUL","21:00","21:15","0.9","0","Clase business","640.89"
"VIVA Air Perú","2024-03-12","LIM","PIU","LIM-PIU","17:45","18:15","1.5","0","WiFi incluido","212.95"
"Avianca Perú","2024-07-18","LIM","CUZ","LIM-CUZ","12:15","13:30","1.3","0","Incluye snack","321.52"
"LATAM Perú","2024-10-13","CUZ","JUL","CUZ-JUL","09:15","10:45","1","0","Asiento preferente","376.54"
"Avianca Perú","2024-04-23","TRU","PIU","TRU-PIU","21:45","21:00","0.9","0","WiFi incluido","225.01"
"Sky Airline Perú","2024-08-06","LIM","AQP","LIM-AQP","17:30","18:30","1.2","0","Cancelación gratuita","241.18"
"LATAM Perú","2024-07-07","LIM","IQT","LIM-IQT","20:30","22:45","2.1","1","Clase económica","401.28"
"Avianca Perú","2024-04-03","LIM","CUZ","LIM-CUZ","17:30","18:45","1.1","0","Incluye snack","226.51"
"LATAM Perú","2024-07-20","AQP","TCQ","AQP-TCQ","16:30","16:00","0.8","0","Clase económica","305.16"
"LATAM Perú","2024-08-14","LIM","TCQ","LIM-TCQ","15:15","16:00","1.6","0","Clase económica","209.26"
"JetSMART Perú","2024-09-24","LIM","TPP","LIM-TPP","05:30","06:00","1.5","0","Incluye snack","210.45"
"Sky Airline Perú","2024-07-31","LIM","AQP","LIM-AQP","12:30","13:30","1.2","0","Clase business","544.65"
"LATAM Perú","2024-08-14","LIM","TCQ","LIM-TCQ","15:45","16:45","1.6","0","Solo equipaje de mano","241.34"
"LATAM Perú","2024-05-26","CUZ","AQP","CUZ-AQP","10:45","10:15","0.9","0","Incluye snack","312.15"
"VIVA Air Perú","2024-10-14","TRU","PIU","TRU-PIU","21:00","22:15","1.1","0","Incluye equipaje","160.52"
"JetSMART Perú","2024-07-28","LIM","PCL","LIM-PCL","20:45","21:30","1.1","0","Clase económica","236.63"
"VIVA Air Perú","2024-05-21","AQP","JUL","AQP-JUL","17:00","17:45","0.8","0","WiFi incluido","189.35"
"JetSMART Perú","2024-10-09","LIM","IQT","LIM-IQT","20:00","22:15","2","0","Incluye equipaje","210.15"
"Sky Airline Perú","2024-05-19","LIM","JUL","LIM-JUL","08:30","09:30","1.4","0","Clase económica","207.43"
"Avianca Perú","2024-12-05","LIM","CIX","LIM-CIX","21:45","22:30","1.2","0","Solo equipaje de mano","282.56"
"Sky Airline Perú","2024-10-28","LIM","CIX","LIM-CIX","09:15","10:15","1.3","0","Incluye snack","206.59"
"VIVA Air Perú","2024-08-01","LIM","IQT","LIM-IQT","12:30","14:45","2","0","Asiento preferente","219.42"
"JetSMART Perú","2024-07-10","LIM","JUL","LIM-JUL","09:15","10:00","1.3","1","Clase business","545.75"
"LATAM Perú","2024-08-27","LIM","IQT","LIM-IQT","06:00","08:30","2","0","Asiento preferente","378.36"
"Avianca Perú","2024-08-07","LIM","CIX","LIM-CIX","13:30","14:45","1","0","Asiento preferente","244.99"
"VIVA Air Perú","2024-10-04","LIM","TPP","LIM-TPP","12:00","13:00","1.4","0","Solo equipaje de mano","156.12"
